,type,category,review,star
76,아이폰12,별점,잘 받았어요 ~ 배송 빨랐어요,4
77,아이폰12,별점,좋아요~ 이름값 하는 폰이네요,4
78,아이폰12,별점,품질 및 배송 만족합니다,4
79,아이폰12,별점,"목요일 밤 주문-토요일 배송 예정이라했으나
월요일 낮에 도착했습니다. 기기상태 괜찮고 배송 느린 것 빼곤 좋습니다.",4
80,아이폰12,별점,배송은 이렇게 옵니다. 처음엔 당황했는데 뭐 괜찮숩니다. 오줌액정 걸린건지 원래 쓰던 x보다 노래서 설정에서 색조 조정했습니다ㅠ,4
81,아이폰12,별점,"아이폰은 좋은데,
충전 케이블을 A타입 USB가 아닌 C타입으로 해서 불편하다. 어댑터도 안주면서...",4
82,아이폰12,별점,제품이름은 블랙. 색상 선택시 화이트로 했지만 블랙이 도착. 포장 뜯어보고 블랙인것을 인지. 그냥 사용하기로 함.,4
83,아이폰12,별점,후기 많고 정품이라고 해서 주문했어욥!,4
84,아이폰12,별점,"배송은 빠릅니다.
그냥 12가 별로네요",4
85,아이폰12,별점,반응속도가 살짝 느린느낌?,4
86,아이폰12,별점,배송엄청빠르네요...이뻐요,4
87,아이폰12,별점,진짜 온라인 애플매장인줄 알고 샀는데... 무튼 오긴왔으니까 다행임,4
88,아이폰12,별점,아이폰12 사용해 보니 전보다 가볍고 좋아요 사진빨도 잘 받구여^^,4
89,아이폰12,별점,배송도 빠르고 폰도 맘에 들어요,4
90,아이폰12,별점,가볍고 예뻐요 감사합니다,4
91,아이폰12,별점,빠르고좋아요 만족합니다,4
92,아이폰12,별점,너무너무 이뻐요. 배송두 생각보다 빠르게해주시구여~~,4
93,아이폰12,별점,잘 받았습니다. 배송이...동네 배송지까지 왔다가 다시 인천으로 가는바람에 놀랬는데 무사히 집에 도착했네요. 아직 실물을 본게 아니라 별 하나 뺐습니다.,4
94,아이폰12,별점,잘 받았습니다. 매우 좋을것으로 예상됩니다.,4
95,아이폰12,별점,"영롱한데 역시 아이폰은 비싸여 ㅠ 흑흑
핸드폰때문에 스트레스 받아여 그래도 이쁘니 써야죠 .. 하",4
96,아이폰12,별점,"저희 아이 폰이 갑자기 고장나서 구매했네요.
넘 마음에 들어합니다~",4
97,아이폰12,별점,"일톤트럭 색깔이라고 불리는 블루로 샀는데
실제폰 색상 예쁘네요",4
98,아이폰12,별점,선물인데 너무 좋ㅇㅏ하네요,4
99,아이폰12,별점,너무예뻐요! 배송은3일정도걸렸어요. 케이스도같이구매했는데 헛도는느낌이예요ㅠㅠ 그것만빼면정말만족합니다👍,4
